"","postcode","suburb","Year","OffenceDivision","OffenceSubdivision","OffenceSubgroup","IncidentsRecorded","lat","lon"
"150170",3352,"WARRENHEIP",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.574854,143.92573
"150175",3352,"WARRENHEIP",2009,"C Drug offences","C30 Drug use and possession","C32 Drug possession",270,-37.574854,143.92573
"150197",3352,"WARRENHEIP",2009,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.574854,143.92573
"150212",3352,"WARRENHEIP",2008,"C Drug offences","C30 Drug use and possession","C32 Drug possession",35,-37.574854,143.92573
"150228",3352,"WARRENHEIP",2008,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.574854,143.92573
"150274",3352,"WATTLE FLAT",2015,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.457993,143.942747
"150349",3352,"WAUBRA",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.360061,143.640151
"150385",3352,"YENDON",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-37.633954,143.969478
"150386",3352,"YENDON",2011,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.633954,143.969478
"150521",3355,"LAKE GARDENS",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.545723,143.820973
"150546",3355,"LAKE GARDENS",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.545723,143.820973
"150665",3355,"MITCHELL PARK",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.509085,143.784073
"150672",3355,"MITCHELL PARK",2009,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.509085,143.784073
"150697",3355,"MITCHELL PARK",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.509085,143.784073
"150715",3355,"WENDOUREE",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",270,-37.54022,143.831297
"150720",3355,"WENDOUREE",2016,"C Drug offences","C90 Other drug offences","C99 Other drug offences",1,-37.54022,143.831297
"150737",3355,"WENDOUREE",2016,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.54022,143.831297
"150747",3355,"WENDOUREE",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",193,-37.54022,143.831297
"150750",3355,"WENDOUREE",2014,"C Drug offences","C30 Drug use and possession","C31 Drug use",380,-37.54022,143.831297
"150810",3355,"WENDOUREE",2009,"C Drug offences","C30 Drug use and possession","C31 Drug use",270,-37.54022,143.831297
"150811",3355,"WENDOUREE",2009,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",601,-37.54022,143.831297
"150813",3355,"WENDOUREE",2009,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",478,-37.54022,143.831297
"150815",3355,"WENDOUREE",2011,"C Drug offences","C30 Drug use and possession","C31 Drug use",270,-37.54022,143.831297
"150820",3355,"WENDOUREE",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",380,-37.54022,143.831297
"150834",3355,"WENDOUREE",2009,"C Drug offences","C30 Drug use and possession","C32 Drug possession",57,-37.54022,143.831297
"150860",3355,"WENDOUREE",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",359,-37.54022,143.831297
"150886",3355,"WENDOUREE",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-37.54022,143.831297
"150896",3355,"WENDOUREE",2011,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",549,-37.54022,143.831297
"150910",3355,"WENDOUREE",2016,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",57,-37.54022,143.831297
"150911",3355,"WENDOUREE",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",380,-37.54022,143.831297
"150913",3355,"WENDOUREE",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.54022,143.831297
"150955",3355,"WENDOUREE",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-37.54022,143.831297
"150956",3355,"WENDOUREE",2010,"C Drug offences","C30 Drug use and possession","C31 Drug use",145,-37.54022,143.831297
"150959",3355,"WENDOUREE",2010,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.54022,143.831297
"150973",3355,"WENDOUREE",2010,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.54022,143.831297
"150997",3355,"WENDOUREE",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",634,-37.54022,143.831297
"151015",3355,"WENDOUREE",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",101,-37.54022,143.831297
"151039",3355,"WENDOUREE",2008,"C Drug offences","C30 Drug use and possession","C32 Drug possession",46,-37.54022,143.831297
"151041",3355,"WENDOUREE",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",601,-37.54022,143.831297
"151073",3355,"WENDOUREE",2013,"C Drug offences","C30 Drug use and possession","C31 Drug use",270,-37.54022,143.831297
"151074",3355,"WENDOUREE",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",478,-37.54022,143.831297
"151075",3355,"WENDOUREE",2013,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.54022,143.831297
"151101",3355,"WENDOUREE",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",273,-37.54022,143.831297
"151102",3355,"WENDOUREE",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",295,-37.54022,143.831297
"151104",3355,"WENDOUREE",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",478,-37.54022,143.831297
"151107",3355,"WENDOUREE",2008,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-37.54022,143.831297
"151138",3355,"WENDOUREE",2013,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.54022,143.831297
"151145",3355,"WENDOUREE",2015,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",658,-37.54022,143.831297
"151146",3355,"WENDOUREE",2017,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-37.54022,143.831297
"151149",3355,"WENDOUREE",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-37.54022,143.831297
"151153",3355,"WENDOUREE",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",215,-37.54022,143.831297
"151169",3355,"WENDOUREE",2017,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",601,-37.54022,143.831297
"151172",3355,"WENDOUREE",2012,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",478,-37.54022,143.831297
"151184",3355,"WENDOUREE",2015,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.54022,143.831297
"151186",3355,"WENDOUREE",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",270,-37.54022,143.831297
"151188",3355,"WENDOUREE",2013,"C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",1,-37.54022,143.831297
"151205",3355,"WENDOUREE",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",112,-37.54022,143.831297
"151227",3356,"DELACOMBE",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",145,-37.58453,143.807662
"151228",3356,"DELACOMBE",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",658,-37.58453,143.807662
"151246",3356,"DELACOMBE",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",46,-37.58453,143.807662
"151251",3356,"DELACOMBE",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.58453,143.807662
"151254",3356,"DELACOMBE",2009,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.58453,143.807662
"151267",3356,"DELACOMBE",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.58453,143.807662
"151268",3356,"DELACOMBE",2016,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.58453,143.807662
"151275",3356,"DELACOMBE",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.58453,143.807662
"151277",3356,"DELACOMBE",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.58453,143.807662
"151302",3356,"DELACOMBE",2010,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",270,-37.58453,143.807662
"151325",3356,"DELACOMBE",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",478,-37.58453,143.807662
"151347",3356,"DELACOMBE",2010,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.58453,143.807662
"151375",3356,"DELACOMBE",2010,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.58453,143.807662
"151379",3356,"DELACOMBE",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",380,-37.58453,143.807662
"151393",3356,"DELACOMBE",2012,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-37.58453,143.807662
"151399",3356,"DELACOMBE",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.58453,143.807662
"151423",3356,"DELACOMBE",2011,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.58453,143.807662
"151432",3356,"DELACOMBE",2017,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-37.58453,143.807662
"151454",3356,"DELACOMBE",2008,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.58453,143.807662
"151463",3356,"DELACOMBE",2016,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.58453,143.807662
"151466",3356,"DELACOMBE",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",549,-37.58453,143.807662
"151474",3356,"DELACOMBE",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.58453,143.807662
"151477",3356,"DELACOMBE",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-37.58453,143.807662
"151480",3356,"DELACOMBE",2008,"C Drug offences","C30 Drug use and possession","C32 Drug possession",145,-37.58453,143.807662
"151483",3356,"DELACOMBE",2015,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.58453,143.807662
"151487",3356,"DELACOMBE",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",601,-37.58453,143.807662
"151510",3356,"DELACOMBE",2017,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.58453,143.807662
"151522",3356,"DELACOMBE",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.58453,143.807662
"151530",3356,"DELACOMBE",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.58453,143.807662
"151551",3356,"SEBASTOPOL",2015,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",145,-37.597592,143.841026
"151593",3356,"SEBASTOPOL",2008,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.597592,143.841026
"151641",3356,"SEBASTOPOL",2012,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.597592,143.841026
"151658",3356,"SEBASTOPOL",2012,"C Drug offences","C30 Drug use and possession","C32 Drug possession",46,-37.597592,143.841026
"151672",3356,"SEBASTOPOL",2012,"C Drug offences","C30 Drug use and possession","C31 Drug use",145,-37.597592,143.841026
"151703",3356,"SEBASTOPOL",2009,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.597592,143.841026
"151716",3356,"SEBASTOPOL",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",380,-37.597592,143.841026
"151717",3356,"SEBASTOPOL",2015,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.597592,143.841026
"151718",3356,"SEBASTOPOL",2009,"C Drug offences","C30 Drug use and possession","C32 Drug possession",380,-37.597592,143.841026
"151732",3356,"SEBASTOPOL",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",226,-37.597592,143.841026
"151733",3356,"SEBASTOPOL",2015,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.597592,143.841026
"151743",3356,"SEBASTOPOL",2009,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.597592,143.841026
"151750",3356,"SEBASTOPOL",2012,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.597592,143.841026
"151756",3356,"SEBASTOPOL",2008,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.597592,143.841026
"151757",3356,"SEBASTOPOL",2012,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.597592,143.841026
"151760",3356,"SEBASTOPOL",2017,"C Drug offences","C30 Drug use and possession","C31 Drug use",145,-37.597592,143.841026
"151796",3356,"SEBASTOPOL",2011,"C Drug offences","C30 Drug use and possession","C32 Drug possession",123,-37.597592,143.841026
"151800",3356,"SEBASTOPOL",2017,"C Drug offences","C30 Drug use and possession","C32 Drug possession",658,-37.597592,143.841026
"151802",3356,"SEBASTOPOL",2017,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-37.597592,143.841026
"151833",3356,"SEBASTOPOL",2010,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.597592,143.841026
"151856",3356,"SEBASTOPOL",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.597592,143.841026
"151862",3356,"SEBASTOPOL",2011,"C Drug offences","C30 Drug use and possession","C31 Drug use",1,-37.597592,143.841026
"151867",3356,"SEBASTOPOL",2013,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",145,-37.597592,143.841026
"151869",3356,"SEBASTOPOL",2013,"C Drug offences","C30 Drug use and possession","C32 Drug possession",171,-37.597592,143.841026
"151872",3356,"SEBASTOPOL",2017,"C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1,-37.597592,143.841026
"151874",3356,"SEBASTOPOL",2015,"C Drug offences","C30 Drug use and possession","C32 Drug possession",171,-37.597592,143.841026
"151899",3356,"SEBASTOPOL",2017,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",549,-37.597592,143.841026
"151903",3356,"SEBASTOPOL",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",380,-37.597592,143.841026
"151924",3356,"SEBASTOPOL",2016,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",380,-37.597592,143.841026
"151930",3356,"SEBASTOPOL",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",79,-37.597592,143.841026
"151932",3356,"SEBASTOPOL",2014,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.597592,143.841026
"151933",3356,"SEBASTOPOL",2014,"C Drug offences","C30 Drug use and possession","C31 Drug use",380,-37.597592,143.841026
"151935",3356,"SEBASTOPOL",2014,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-37.597592,143.841026
"151944",3356,"SEBASTOPOL",2011,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-37.597592,143.841026
"151947",3356,"SEBASTOPOL",2010,"C Drug offences","C30 Drug use and possession","C32 Drug possession",57,-37.597592,143.841026
"151970",3356,"SEBASTOPOL",2013,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",270,-37.597592,143.841026
"151979",3356,"SEBASTOPOL",2008,"C Drug offences","C30 Drug use and possession","C32 Drug possession",634,-37.597592,143.841026
"151995",3356,"SEBASTOPOL",2016,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",478,-37.597592,143.841026
"152013",3357,"BUNINYONG",2013,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.648547,143.918563
"152024",3357,"BUNINYONG",2011,"C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",1,-37.648547,143.918563
"152053",3357,"BUNINYONG",2011,"C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",1,-37.648547,143.918563
"152057",3357,"BUNINYONG",2016,"C Drug offences","C30 Drug use and possession","C32 Drug possession",270,-37.648547,143.918563
"152075",3357,"BUNINYONG",2014,"C Drug offences","C30 Drug use and possession","C32 Drug possession",1,-37.648547,143.918563
